empleado_id,departamento,nivel_educacion,ciudad,zona_geografica,genero,estado_civil,tipo_vivienda,medio_transporte,hobby_principal,tipo_personalidad,modalidad_trabajo,edad,experiencia_anos,num_hijos,salario_anual,horas_semanales,horas_ejercicio_semana,horas_videojuegos_semana,horas_ocio_semana,horas_sueno_noche,nivel_estres,satisfaccion_laboral,productividad_score,dias_vacaciones,capacitaciones_ano
EMP_05145,Tecnología,Licenciatura,Guadalajara,Occidente,Femenino,Soltero,Hipotecada,Transporte público,Videojuegos,Extrovertido,Híbrido,27,0,1,66544,40,1,10,43,7,4.2,10,100,20,6
EMP_05146,Marketing,Licenciatura,Ciudad de México,Centro,Masculino,Unión libre,Familiar,Auto propio,Música,Introvertido,Remoto,35,6,1,43123,36,9,1,11,7.7,5,8.1,100,17,6
EMP_05147,Finanzas,Licenciatura,Ciudad de México,Centro,Masculino,Divorciado,Propia,Uber/Taxi,Tecnología,Extrovertido,Híbrido,41,12,1,105108,47,8,8,20,8.1,6.7,10,100,25,3
EMP_05148,Operaciones,Maestría,Guadalajara,Occidente,Femenino,Casado,Propia,Transporte público,Lectura,Introvertido,Presencial,28,5,0,69245,48,7,9,25,7,5,8.3,100,20,4
EMP_05149,Finanzas,Bachillerato,Mérida,Sureste,Masculino,Unión libre,Propia,Transporte público,Cocina,Extrovertido,Presencial,33,4,0,37160,45,2,1,20,7.5,7.6,6.7,68,20,5
EMP_05150,Legal,Bachillerato,Ciudad de México,Centro,Masculino,Soltero,Familiar,Auto propio,Tecnología,Extrovertido,Híbrido,28,6,0,95910,49,3,13,26,6.6,9.1,9.3,100,24,2
EMP_05151,Ventas,Bachillerato,León,Centro,Femenino,Unión libre,Hipotecada,Motocicleta,Cocina,Ambivertido,Presencial,29,1,2,44844,36,2,11,22,6.6,7.4,7,84,20,3
EMP_05152,Diseño,Licenciatura,Ciudad de México,Centro,Masculino,Unión libre,Rentada,Transporte público,Cocina,Extrovertido,Presencial,25,1,0,54329,39,3,1,29,7.9,6.3,8.5,84,22,4
EMP_05153,Marketing,Licenciatura,Tijuana,Norte,Femenino,Unión libre,Hipotecada,Uber/Taxi,Videojuegos,Introvertido,Presencial,32,5,0,18000,40,5,50,21,4.3,5.3,6.9,83,13,5
EMP_05154,Ventas,Doctorado,León,Centro,No binario,Casado,Rentada,Transporte público,Música,Extrovertido,Presencial,35,9,1,123339,38,2,2,16,7.9,4,10,100,22,4
EMP_05155,Finanzas,Bachillerato,Tijuana,Norte,Masculino,Casado,Rentada,Auto propio,Viajes,Introvertido,Presencial,29,1,1,59621,42,1,9,15,6.3,7.2,7.1,91,22,4
EMP_05156,Finanzas,Maestría,Ciudad de México,Centro,Masculino,Unión libre,Hipotecada,Auto propio,Deportes,Introvertido,Presencial,24,1,0,92635,44,20,7,13,8.8,5.3,8.3,100,24,6
EMP_05157,Operaciones,Licenciatura,Tijuana,Norte,No binario,Unión libre,Rentada,Uber/Taxi,Lectura,Introvertido,Presencial,33,7,2,65658,44,14,3,10,7.5,5.7,7,92,19,3
EMP_05158,Ventas,Bachillerato,Ciudad de México,Centro,Masculino,Casado,Familiar,Uber/Taxi,Videojuegos,Introvertido,Presencial,29,5,0,18000,37,3,50,35,6.5,6.3,7.2,80,14,2
EMP_05159,Diseño,Bachillerato,Tijuana,Norte,Femenino,Casado,Familiar,Auto propio,Deportes,Introvertido,Híbrido,30,4,2,58914,37,8,12,14,7,4.6,10,100,21,5
EMP_05160,Marketing,Maestría,Mérida,Sureste,Femenino,Divorciado,Rentada,Transporte público,Lectura,Extrovertido,Híbrido,39,10,1,65241,39,4,1,30,7.7,4.5,10,91,22,5
EMP_05161,Marketing,Bachillerato,Querétaro,Centro,Femenino,Casado,Propia,Auto propio,Cocina,Introvertido,Presencial,26,4,0,56473,41,10,5,18,7.2,4.2,9.6,100,24,3
EMP_05162,Tecnología,Maestría,Ciudad de México,Centro,Masculino,Casado,Propia,Auto propio,Deportes,Ambivertido,Remoto,29,5,0,120879,44,5,6,26,7.1,6.6,10,100,26,7
EMP_05163,Marketing,Maestría,Tijuana,Norte,Femenino,Viudo,Propia,Auto propio,Música,Ambivertido,Híbrido,37,8,0,98375,37,1,3,30,7.9,5.2,10,100,26,6
EMP_05164,Legal,Maestría,Mérida,Sureste,Femenino,Casado,Familiar,Transporte público,Tecnología,Introvertido,Presencial,26,4,1,87702,51,5,14,10,5.4,7,8.6,100,21,5
EMP_05165,RRHH,Licenciatura,Ciudad de México,Centro,Masculino,Casado,Familiar,Transporte público,Arte,Extrovertido,Presencial,31,8,1,74577,35,23,3,13,7.6,4.3,10,99,26,3
EMP_05166,Tecnología,Maestría,Ciudad de México,Centro,Masculino,Casado,Propia,Transporte público,Lectura,Introvertido,Híbrido,33,5,0,166671,39,6,17,19,8.6,3.5,10,100,26,6
EMP_05167,Tecnología,Licenciatura,Guadalajara,Occidente,Masculino,Divorciado,Hipotecada,Auto propio,Arte,Ambivertido,Híbrido,32,6,1,93288,35,2,9,30,8.2,7,10,100,26,7
EMP_05168,Legal,Maestría,Ciudad de México,Centro,Masculino,Casado,Rentada,Auto propio,Deportes,Extrovertido,Remoto,30,6,0,105781,48,12,3,17,7.8,3.3,10,100,25,6
EMP_05169,Operaciones,Licenciatura,Guadalajara,Occidente,Masculino,Soltero,Hipotecada,Auto propio,Cocina,Introvertido,Presencial,29,5,0,59222,44,0,9,35,6.8,3.9,7.1,87,20,3
EMP_05170,Finanzas,Maestría,Ciudad de México,Centro,Masculino,Soltero,Propia,Auto propio,Videojuegos,Ambivertido,Presencial,35,12,0,91418,41,7,31,26,7.6,5,9,100,24,6
EMP_05171,Legal,Licenciatura,Puebla,Centro,Femenino,Casado,Rentada,Bicicleta,Deportes,Extrovertido,Remoto,36,7,1,91698,44,21,1,15,8.5,4.5,9.1,100,23,5
EMP_05172,Diseño,Licenciatura,Monterrey,Norte,Femenino,Casado,Rentada,Motocicleta,Arte,Introvertido,Remoto,31,7,2,88217,35,4,8,21,8.9,6.8,10,95,23,7
EMP_05173,Ventas,Bachillerato,Monterrey,Norte,Masculino,Soltero,Rentada,Auto propio,Viajes,Ambivertido,Presencial,28,0,0,42632,37,7,1,45,8.3,3.7,7.9,96,21,3
EMP_05174,Operaciones,Licenciatura,Ciudad de México,Centro,Masculino,Soltero,Rentada,Uber/Taxi,Lectura,Ambivertido,Presencial,28,0,0,52602,48,2,3,39,7.7,7.2,6.9,89,20,2
EMP_05175,RRHH,Licenciatura,Ciudad de México,Centro,Femenino,Soltero,Propia,Auto propio,Deportes,Ambivertido,Presencial,27,5,0,39532,39,22,5,24,8.1,4.3,6.8,100,19,4
EMP_05176,Tecnología,Maestría,Mérida,Sureste,Masculino,Soltero,Hipotecada,Auto propio,Videojuegos,Extrovertido,Presencial,29,7,0,33303,48,2,44,22,7.6,7.5,8,92,16,8
EMP_05177,Operaciones,Maestría,Ciudad de México,Centro,Femenino,Unión libre,Familiar,Transporte público,Viajes,Ambivertido,Híbrido,34,10,0,81312,40,6,4,21,9.6,3.1,9.3,100,25,3
EMP_05178,Ventas,Licenciatura,Querétaro,Centro,Masculino,Casado,Familiar,Auto propio,Videojuegos,Ambivertido,Híbrido,23,1,0,35665,38,0,38,26,8.6,6.1,7,68,18,3
EMP_05179,Marketing,Licenciatura,León,Centro,Masculino,Casado,Hipotecada,Auto propio,Viajes,Ambivertido,Híbrido,40,12,1,86776,37,6,6,7,8.2,3,9.6,100,22,4
EMP_05180,Legal,Maestría,Ciudad de México,Centro,Femenino,Casado,Rentada,Auto propio,Cocina,Extrovertido,Presencial,40,12,1,135568,46,5,3,21,7.2,5.1,10,90,26,3
EMP_05181,Ventas,Licenciatura,Ciudad de México,Centro,Femenino,Soltero,Rentada,Transporte público,Lectura,Extrovertido,Presencial,27,2,0,62427,41,14,5,22,8.9,3.1,8.5,100,20,3
EMP_05182,Diseño,Licenciatura,Mérida,Sureste,Masculino,Soltero,Propia,Bicicleta,Cocina,Introvertido,Presencial,39,14,0,78968,38,6,19,35,6.7,4.2,9.5,93,24,4
EMP_05183,Ventas,Licenciatura,Tijuana,Norte,Masculino,Soltero,Familiar,Bicicleta,Cocina,Ambivertido,Presencial,28,5,0,92519,35,11,13,21,8.1,2,9.1,100,25,4
EMP_05184,Operaciones,Maestría,Monterrey,Norte,Femenino,Casado,Familiar,Motocicleta,Tecnología,Ambivertido,Presencial,29,5,0,94964,44,16,13,15,6.3,4.3,9.2,100,25,3
EMP_05185,Ventas,Licenciatura,Mérida,Sureste,Masculino,Divorciado,Rentada,Transporte público,Tecnología,Introvertido,Híbrido,32,8,2,48023,40,6,8,20,7.7,4.2,7.9,98,18,4
EMP_05186,Finanzas,Maestría,Puebla,Centro,Femenino,Casado,Hipotecada,Bicicleta,Lectura,Extrovertido,Presencial,32,3,0,75633,45,9,4,11,7.9,7.2,8.1,99,23,5
EMP_05187,Tecnología,Maestría,Querétaro,Centro,Masculino,Soltero,Rentada,Bicicleta,Videojuegos,Introvertido,Remoto,29,0,0,140677,43,12,22,24,7.3,4.7,10,100,24,7
EMP_05188,Tecnología,Licenciatura,Tijuana,Norte,Masculino,Unión libre,Rentada,Transporte público,Música,Introvertido,Remoto,35,10,1,136321,40,2,10,10,7.9,4.6,10,100,22,6
EMP_05189,Tecnología,Doctorado,Guadalajara,Occidente,Masculino,Divorciado,Hipotecada,Transporte público,Arte,Ambivertido,Remoto,36,13,1,188710,38,3,8,24,8.5,5.9,10,100,25,7
EMP_05190,Ventas,Maestría,Ciudad de México,Centro,Femenino,Viudo,Hipotecada,Auto propio,Deportes,Introvertido,Presencial,36,10,0,85208,35,5,2,18,7.3,5.3,9.3,98,24,3
EMP_05191,Ventas,Bachillerato,Ciudad de México,Centro,Masculino,Soltero,Rentada,Caminando,Viajes,Introvertido,Híbrido,36,7,0,60017,39,9,6,38,8.8,3.9,8.1,100,23,2
EMP_05192,Marketing,Licenciatura,Ciudad de México,Centro,Femenino,Soltero,Familiar,Auto propio,Música,Extrovertido,Presencial,29,5,0,61117,37,25,5,27,6.1,5.9,9.3,100,20,4
EMP_05193,Finanzas,Licenciatura,Guadalajara,Occidente,Masculino,Casado,Propia,Motocicleta,Arte,Extrovertido,Presencial,29,6,0,61833,49,8,5,31,7.9,8,7.1,87,21,4
EMP_05194,Finanzas,Licenciatura,Puebla,Centro,Masculino,Soltero,Propia,Uber/Taxi,Deportes,Ambivertido,Presencial,35,8,0,83109,46,10,0,36,6.6,3.9,8.8,99,21,3
EMP_05195,Operaciones,Bachillerato,Ciudad de México,Centro,Femenino,Divorciado,Rentada,Auto propio,Tecnología,Ambivertido,Presencial,33,6,1,57423,46,4,19,26,6.9,7.8,8.3,95,22,2
EMP_05196,RRHH,Licenciatura,Ciudad de México,Centro,Masculino,Unión libre,Propia,Uber/Taxi,Viajes,Extrovertido,Presencial,31,7,0,51755,35,6,2,30,7.9,4.5,8.2,82,19,2
EMP_05197,Finanzas,Maestría,Guadalajara,Occidente,Masculino,Soltero,Hipotecada,Transporte público,Cocina,Extrovertido,Presencial,30,2,0,105566,40,0,4,37,7.5,3.9,9.2,94,24,4
EMP_05198,Legal,Licenciatura,León,Centro,Masculino,Casado,Rentada,Bicicleta,Lectura,Extrovertido,Presencial,37,12,2,92544,46,3,0,18,7.8,6.8,9.1,80,24,2
EMP_05199,Tecnología,Licenciatura,Guadalajara,Occidente,Masculino,Soltero,Familiar,Bicicleta,Videojuegos,Introvertido,Híbrido,35,7,1,85336,40,15,29,24,7.7,4.9,9.7,93,22,6
EMP_05200,Tecnología,Maestría,Querétaro,Centro,Femenino,Soltero,Propia,Auto propio,Deportes,Extrovertido,Híbrido,27,0,0,85116,42,25,8,23,8.8,3.3,10,100,24,8
EMP_05201,Operaciones,Maestría,León,Centro,Femenino,Soltero,Rentada,Motocicleta,Tecnología,Ambivertido,Presencial,38,9,0,86500,43,4,19,33,8.1,5.3,7.8,97,23,3
EMP_05202,Finanzas,Licenciatura,Ciudad de México,Centro,Masculino,Casado,Rentada,Uber/Taxi,Videojuegos,Ambivertido,Presencial,34,7,1,92087,44,4,10,18,7.5,5.6,8.6,100,22,3
EMP_05203,Tecnología,Licenciatura,Ciudad de México,Centro,Femenino,Soltero,Hipotecada,Transporte público,Música,Ambivertido,Remoto,31,8,0,74358,39,0,5,43,6.9,5.1,10,79,23,6
EMP_05204,Legal,Maestría,Guadalajara,Occidente,Femenino,Soltero,Hipotecada,Auto propio,Música,Introvertido,Presencial,36,7,0,95217,50,0,6,29,7.9,7.7,8.5,87,23,3
EMP_05205,Finanzas,Doctorado,Puebla,Centro,Masculino,Casado,Rentada,Bicicleta,Tecnología,Introvertido,Presencial,44,15,3,156354,45,0,19,11,8.3,6.8,10,100,23,6
EMP_05206,Tecnología,Doctorado,Ciudad de México,Centro,Masculino,Unión libre,Rentada,Auto propio,Tecnología,Ambivertido,Híbrido,28,5,0,110296,46,7,1,25,6.5,5,9.7,100,26,6
EMP_05207,Tecnología,Maestría,Ciudad de México,Centro,Masculino,Viudo,Hipotecada,Uber/Taxi,Deportes,Ambivertido,Híbrido,30,8,0,136515,42,7,8,22,8.1,4.8,10,100,25,7
EMP_05208,RRHH,Licenciatura,Guadalajara,Occidente,Masculino,Unión libre,Hipotecada,Auto propio,Arte,Introvertido,Remoto,26,2,1,51837,39,3,5,20,6.7,4.4,8.3,100,23,5
EMP_05209,Finanzas,Licenciatura,Puebla,Centro,Femenino,Casado,Rentada,Caminando,Arte,Ambivertido,Presencial,30,2,1,71471,44,8,5,8,9.2,6.1,7.4,100,23,3
EMP_05210,Operaciones,Bachillerato,Tijuana,Norte,Femenino,Soltero,Propia,Auto propio,Lectura,Ambivertido,Presencial,30,4,0,43734,41,6,4,44,7.2,5.4,6.9,79,17,2
EMP_05211,Diseño,Maestría,Ciudad de México,Centro,Masculino,Unión libre,Hipotecada,Caminando,Videojuegos,Ambivertido,Híbrido,25,3,0,123206,35,9,17,27,8.2,3.8,10,96,24,5
EMP_05212,Legal,Maestría,León,Centro,No binario,Unión libre,Propia,Transporte público,Viajes,Introvertido,Presencial,39,10,0,94477,44,1,4,22,7,5.8,9.2,89,23,5
EMP_05213,Operaciones,Licenciatura,Ciudad de México,Centro,Masculino,Soltero,Propia,Uber/Taxi,Arte,Introvertido,Presencial,36,11,0,66659,39,6,1,40,8.4,4.2,9.4,98,23,1
EMP_05214,Tecnología,Licenciatura,Ciudad de México,Centro,Masculino,Soltero,Rentada,Caminando,Tecnología,Introvertido,Remoto,25,3,0,100393,41,5,6,31,6.5,4.3,10,98,24,8
EMP_05215,Marketing,Licenciatura,Querétaro,Centro,Masculino,Soltero,Rentada,Auto propio,Lectura,Introvertido,Remoto,29,3,0,85465,45,9,18,27,7.6,7.7,10,100,26,4
EMP_05216,Legal,Licenciatura,Monterrey,Norte,Masculino,Unión libre,Propia,Auto propio,Cocina,Ambivertido,Presencial,27,5,0,97388,46,7,5,20,7.6,4,10,95,25,2
EMP_05217,Legal,Maestría,Guadalajara,Occidente,Masculino,Soltero,Rentada,Bicicleta,Tecnología,Introvertido,Presencial,27,5,0,20540,44,6,50,30,6,7.1,6.6,80,16,5
EMP_05218,Legal,Doctorado,Mérida,Sureste,Masculino,Unión libre,Hipotecada,Auto propio,Tecnología,Introvertido,Presencial,38,16,1,108701,48,4,32,19,6,7.8,9.8,100,24,3
EMP_05219,Ventas,Licenciatura,Tijuana,Norte,Femenino,Soltero,Hipotecada,Uber/Taxi,Arte,Extrovertido,Remoto,30,6,0,76773,38,0,3,42,7.3,3.9,9.6,84,26,4
EMP_05220,Marketing,Licenciatura,Ciudad de México,Centro,Femenino,Soltero,Propia,Auto propio,Arte,Introvertido,Remoto,34,7,0,70984,43,1,10,36,6.4,3.6,9.7,99,24,4
EMP_05221,Ventas,Bachillerato,Guadalajara,Occidente,Femenino,Divorciado,Propia,Caminando,Arte,Introvertido,Híbrido,30,5,1,60665,35,6,14,27,8.7,3.9,9.2,100,21,2
EMP_05222,Ventas,Bachillerato,Tijuana,Norte,Masculino,Casado,Familiar,Auto propio,Deportes,Ambivertido,Híbrido,35,8,1,56074,40,2,2,21,8.7,5.3,9.5,93,24,2
EMP_05223,RRHH,Bachillerato,Monterrey,Norte,Masculino,Casado,Propia,Auto propio,Lectura,Ambivertido,Remoto,31,5,0,44183,39,12,3,18,7.1,5.3,8.9,100,17,5
EMP_05224,Tecnología,Maestría,Tijuana,Norte,Masculino,Casado,Hipotecada,Auto propio,Tecnología,Extrovertido,Remoto,34,9,2,137732,35,6,3,22,7.9,4.2,10,100,24,7
EMP_05225,Ventas,Maestría,Puebla,Centro,Masculino,Soltero,Hipotecada,Auto propio,Arte,Extrovertido,Presencial,38,15,0,119190,38,1,1,35,8,6.2,10,88,22,4
EMP_05226,Ventas,Licenciatura,Monterrey,Norte,No binario,Soltero,Hipotecada,Caminando,Deportes,Ambivertido,Presencial,22,0,0,51405,42,8,3,34,7.3,4.4,10,80,24,3
EMP_05227,Tecnología,Maestría,Ciudad de México,Centro,Masculino,Soltero,Propia,Bicicleta,Cocina,Extrovertido,Remoto,35,8,0,131120,42,9,3,44,8.8,2.7,10,100,22,7
EMP_05228,Legal,Licenciatura,Mérida,Sureste,Masculino,Casado,Propia,Auto propio,Lectura,Introvertido,Presencial,37,9,0,79755,48,1,7,23,6.3,6.4,7,79,24,3
EMP_05229,Ventas,Licenciatura,Mérida,Sureste,Masculino,Soltero,Propia,Auto propio,Tecnología,Extrovertido,Híbrido,32,10,0,50397,44,7,9,36,7.9,5.6,7.4,100,20,4
EMP_05230,Marketing,Maestría,Guadalajara,Occidente,Femenino,Casado,Hipotecada,Auto propio,Deportes,Extrovertido,Híbrido,28,4,0,66645,40,17,0,6,7.7,3.7,9.4,97,24,4
EMP_05231,Ventas,Maestría,Ciudad de México,Centro,Masculino,Soltero,Rentada,Auto propio,Tecnología,Extrovertido,Presencial,29,6,0,90077,39,6,11,37,7.5,3.6,9.4,100,22,4
EMP_05232,Marketing,Licenciatura,Monterrey,Norte,Femenino,Soltero,Propia,Auto propio,Deportes,Ambivertido,Híbrido,31,4,0,72386,37,25,1,22,7.9,4.5,8.2,100,25,3
EMP_05233,Ventas,Maestría,Guadalajara,Occidente,Femenino,Unión libre,Propia,Caminando,Videojuegos,Introvertido,Presencial,28,4,1,18000,42,1,50,23,7,7.1,6.8,84,15,3
EMP_05234,Diseño,Maestría,Ciudad de México,Centro,No binario,Soltero,Propia,Transporte público,Deportes,Extrovertido,Híbrido,31,9,0,98922,39,25,2,27,7.6,5.2,10,100,26,7
EMP_05235,Marketing,Licenciatura,Guadalajara,Occidente,Masculino,Casado,Propia,Uber/Taxi,Arte,Extrovertido,Presencial,28,6,0,62837,35,6,5,32,8.5,4.2,10,100,22,3
EMP_05236,Ventas,Licenciatura,Tijuana,Norte,Femenino,Soltero,Rentada,Auto propio,Deportes,Introvertido,Presencial,34,6,0,75694,42,20,6,28,6,4.2,9.8,100,25,4
EMP_05237,Ventas,Bachillerato,Guadalajara,Occidente,Femenino,Divorciado,Rentada,Auto propio,Música,Ambivertido,Presencial,22,0,0,38029,41,3,4,19,7.9,5.3,8.5,93,18,2
EMP_05238,Legal,Bachillerato,Mérida,Sureste,Femenino,Soltero,Hipotecada,Transporte público,Cocina,Ambivertido,Remoto,36,9,0,45218,50,3,8,34,7.8,9,8.5,100,20,5
EMP_05239,Legal,Licenciatura,Mérida,Sureste,Femenino,Casado,Propia,Uber/Taxi,Lectura,Ambivertido,Presencial,28,0,0,46909,50,3,8,31,5.3,8.9,6.3,96,16,2
EMP_05240,Marketing,Licenciatura,Ciudad de México,Centro,Masculino,Casado,Propia,Uber/Taxi,Cocina,Introvertido,Presencial,38,9,0,69795,41,6,5,21,6.5,4.1,9.1,99,20,3
EMP_05241,Legal,Maestría,Mérida,Sureste,Femenino,Soltero,Propia,Transporte público,Cocina,Extrovertido,Presencial,29,0,1,54181,47,8,4,27,6.6,6.4,7.9,100,23,4
EMP_05242,RRHH,Maestría,Ciudad de México,Centro,Masculino,Soltero,Rentada,Uber/Taxi,Videojuegos,Introvertido,Híbrido,28,5,1,18000,41,2,50,38,7.4,6.4,7.1,87,14,5
EMP_05243,Ventas,Doctorado,Ciudad de México,Centro,Masculino,Soltero,Hipotecada,Auto propio,Tecnología,Introvertido,Presencial,49,22,0,179408,40,5,8,34,6.6,5.2,10,100,22,3
EMP_05244,RRHH,Licenciatura,Guadalajara,Occidente,Masculino,Casado,Familiar,Auto propio,Videojuegos,Ambivertido,Presencial,32,6,0,18000,37,10,50,21,8.1,4.3,7.1,82,18,4
EMP_05245,Ventas,Doctorado,Ciudad de México,Centro,Femenino,Casado,Rentada,Auto propio,Viajes,Introvertido,Presencial,46,17,2,130820,40,5,3,12,8.5,5.4,10,100,25,3
EMP_05246,Tecnología,Maestría,Querétaro,Centro,Masculino,Viudo,Rentada,Transporte público,Viajes,Extrovertido,Híbrido,32,7,0,102298,43,3,2,25,7.8,5.4,10,100,24,6
EMP_05247,Legal,Licenciatura,Monterrey,Norte,Masculino,Unión libre,Propia,Auto propio,Arte,Introvertido,Presencial,35,7,1,88233,43,8,7,12,6.6,6.1,9.8,100,26,3
EMP_05248,Legal,Maestría,Tijuana,Norte,Femenino,Soltero,Familiar,Auto propio,Arte,Introvertido,Híbrido,32,8,0,126552,53,11,6,26,7.4,6.3,10,100,26,5
EMP_05249,Finanzas,Licenciatura,Guadalajara,Occidente,Femenino,Unión libre,Hipotecada,Bicicleta,Música,Introvertido,Remoto,34,7,0,61390,45,5,0,26,7.5,7,9,100,22,4
EMP_05250,Tecnología,Licenciatura,Tijuana,Norte,Masculino,Soltero,Propia,Transporte público,Videojuegos,Ambivertido,Remoto,26,1,0,25741,46,1,50,31,8.1,6.1,9.4,84,17,8
EMP_05251,Tecnología,Maestría,Guadalajara,Occidente,Masculino,Soltero,Familiar,Motocicleta,Arte,Extrovertido,Presencial,32,6,0,77576,46,4,4,30,7.8,6.2,10,100,24,8
EMP_05252,Tecnología,Licenciatura,Ciudad de México,Centro,Femenino,Divorciado,Familiar,Auto propio,Cocina,Ambivertido,Híbrido,28,5,0,91446,37,6,15,26,8.1,4.1,9.8,100,24,5
EMP_05253,Finanzas,Maestría,Ciudad de México,Centro,Femenino,Casado,Familiar,Auto propio,Música,Extrovertido,Presencial,37,13,1,92369,48,3,1,21,7.2,6.7,8.9,93,24,4
EMP_05254,Operaciones,Maestría,Monterrey,Norte,Femenino,Unión libre,Familiar,Auto propio,Lectura,Ambivertido,Presencial,40,16,1,90921,45,9,7,12,7.6,5.5,7.7,100,25,4
EMP_05255,Ventas,Licenciatura,Ciudad de México,Centro,Femenino,Unión libre,Propia,Auto propio,Deportes,Ambivertido,Híbrido,31,8,0,60247,43,22,2,12,6.3,5.8,6.8,100,20,4
EMP_05256,Marketing,Maestría,Tijuana,Norte,Femenino,Casado,Rentada,Transporte público,Arte,Ambivertido,Híbrido,30,8,0,104638,39,5,3,30,8,4.6,10,99,26,4
EMP_05257,Ventas,Bachillerato,León,Centro,Femenino,Casado,Rentada,Auto propio,Tecnología,Introvertido,Presencial,34,5,1,59165,38,5,10,21,6.7,6.3,8.6,90,21,2
EMP_05258,Tecnología,Licenciatura,Tijuana,Norte,Masculino,Divorciado,Propia,Transporte público,Videojuegos,Ambivertido,Remoto,28,0,0,93544,37,4,20,26,6.9,3.7,10,98,25,7
EMP_05259,Marketing,Licenciatura,Ciudad de México,Centro,No binario,Divorciado,Hipotecada,Auto propio,Cocina,Introvertido,Híbrido,30,6,2,62762,40,4,4,31,7.4,3.3,10,100,24,3
EMP_05260,Finanzas,Maestría,Ciudad de México,Centro,Masculino,Soltero,Propia,Auto propio,Cocina,Extrovertido,Remoto,38,9,0,114992,47,4,3,27,6.2,4.4,10,100,24,7
EMP_05261,Diseño,Maestría,Tijuana,Norte,Femenino,Casado,Familiar,Uber/Taxi,Cocina,Ambivertido,Híbrido,36,13,1,137896,36,1,3,16,6.9,5.7,10,74,23,7
EMP_05262,Diseño,Maestría,Querétaro,Centro,Masculino,Divorciado,Rentada,Auto propio,Videojuegos,Extrovertido,Remoto,27,0,0,69453,35,3,31,32,7.9,4.1,10,92,20,7
EMP_05263,RRHH,Licenciatura,León,Centro,Femenino,Casado,Propia,Auto propio,Videojuegos,Introvertido,Híbrido,35,9,1,64274,37,2,11,8,6.9,5.6,8.4,88,21,2
EMP_05264,Diseño,Licenciatura,Ciudad de México,Centro,Masculino,Divorciado,Hipotecada,Uber/Taxi,Tecnología,Introvertido,Presencial,23,1,1,70026,38,11,7,25,6,3.7,9.6,100,26,4
EMP_05265,Finanzas,Maestría,Mérida,Sureste,Masculino,Soltero,Hipotecada,Caminando,Cocina,Ambivertido,Presencial,33,8,0,127060,49,2,10,34,6.9,7.1,10,85,26,6
EMP_05266,Ventas,Licenciatura,Ciudad de México,Centro,Femenino,Casado,Propia,Auto propio,Lectura,Extrovertido,Híbrido,26,4,0,61583,35,0,8,28,8.1,3.7,9.8,96,24,3
EMP_05267,Legal,Maestría,León,Centro,Femenino,Casado,Rentada,Uber/Taxi,Deportes,Ambivertido,Presencial,30,4,0,87820,47,25,11,13,8.1,6.7,8.9,100,24,5
EMP_05268,Diseño,Licenciatura,Puebla,Centro,Femenino,Divorciado,Rentada,Auto propio,Arte,Introvertido,Remoto,28,6,2,89269,42,2,13,23,7.4,5.3,10,100,26,5
EMP_05269,Diseño,Doctorado,Querétaro,Centro,Femenino,Casado,Rentada,Auto propio,Viajes,Extrovertido,Híbrido,36,12,1,154795,36,4,7,5,8.1,5.3,10,100,24,7
EMP_05270,RRHH,Licenciatura,Mérida,Sureste,Masculino,Casado,Familiar,Auto propio,Tecnología,Ambivertido,Presencial,26,0,0,44976,39,5,20,21,7.4,6.5,6.6,76,17,3
EMP_05271,Operaciones,Licenciatura,Guadalajara,Occidente,Masculino,Soltero,Familiar,Auto propio,Tecnología,Introvertido,Remoto,35,7,0,57063,43,3,28,46,8.8,5.4,9.8,90,23,2
EMP_05272,Ventas,Maestría,Ciudad de México,Centro,Femenino,Soltero,Familiar,Auto propio,Deportes,Introvertido,Presencial,37,9,0,82551,41,5,2,30,6.8,5.2,8.7,95,22,3
EMP_05273,Ventas,Licenciatura,Querétaro,Centro,Masculino,Casado,Hipotecada,Auto propio,Deportes,Ambivertido,Presencial,23,0,0,58134,38,5,5,23,5.6,5.2,7.2,98,21,4
EMP_05274,Marketing,Licenciatura,Querétaro,Centro,Masculino,Soltero,Familiar,Transporte público,Música,Ambivertido,Remoto,22,0,0,61231,36,6,3,30,7.4,5.1,9.9,98,23,5
EMP_05275,Ventas,Bachillerato,Mérida,Sureste,Masculino,Unión libre,Propia,Transporte público,Cocina,Extrovertido,Presencial,34,11,0,50255,39,7,2,19,7.4,3.3,7.8,79,22,4
EMP_05276,Tecnología,Licenciatura,Ciudad de México,Centro,Masculino,Casado,Rentada,Transporte público,Deportes,Extrovertido,Presencial,24,0,0,76113,41,9,1,26,6.5,5.2,10,91,24,7
EMP_05277,Marketing,Maestría,Guadalajara,Occidente,Femenino,Casado,Rentada,Auto propio,Arte,Extrovertido,Híbrido,29,4,0,89436,36,4,16,26,7.3,5.3,10,100,22,5
EMP_05278,Ventas,Bachillerato,Mérida,Sureste,Masculino,Casado,Hipotecada,Transporte público,Lectura,Extrovertido,Remoto,26,1,0,47027,37,2,3,34,9.1,5.7,9,91,20,5
EMP_05279,Finanzas,Licenciatura,Querétaro,Centro,Femenino,Unión libre,Hipotecada,Transporte público,Lectura,Extrovertido,Híbrido,39,10,3,67237,44,11,2,13,7.4,6.2,9.4,84,21,4
